,uJAVA,F0378,F0395,F0410,F0430,gSDSS,F0515,rSDSS,F0660,iSDSS,F0861,zSDSS
105,20.04210321406878,19.68931513602754,19.381505034883492,19.421778771527784,18.75742847681042,18.009950361604595,17.572309020086752,17.007439176393653,16.874416594811574,16.540828241486743,16.294705569519436,16.215267215892453
106,19.67390145291112,19.282523599440008,19.046214366896123,19.065366758951228,18.5039373900811,17.739162768778314,17.3071386929992,16.77822735414464,16.63028311675029,16.34023606091168,16.10834437167599,16.033710790062887
107,19.58075855599484,19.168179658550464,19.020964918958068,18.909483626673914,18.498403360635223,17.62601962277296,17.18041245235559,16.644611930511388,16.467991492125112,16.20047615781947,15.967128768266603,15.888575536929043
108,20.400924010976773,20.012216663463743,19.90580597319881,19.624215886841,19.454940469397,18.40407856028216,17.94110776084536,17.385710575747012,17.196998205866745,16.925943299356238,16.689050826589703,16.600997869713197
109,20.440820638553163,20.118038680069247,19.9372163509916,19.69584698021787,19.637883337207608,18.576347066182056,18.117962691490817,17.61581049208271,17.447825086070644,17.2076963446558,16.992589989571584,16.915374156521665
110,19.361469741352884,19.06282891732476,18.844201436565104,18.788213088885822,18.050788193912645,17.43934977069339,17.025044950817097,16.497469788584034,16.385907481747907,16.064341421573353,15.831523967002193,15.762170301110846
111,20.229568357141577,19.879658302483083,19.590175186469686,19.58394744966148,18.929741780597062,18.19923095831018,17.764987637365653,17.177270980046252,17.043736620487163,16.68865544369074,16.431005924316246,16.349330291360783
112,20.029073650687938,19.692156170695817,19.405385884384987,19.431825558711747,18.790237240231264,18.085282613268475,17.66078157761013,17.133309558800708,17.011447598298762,16.700194755650834,16.47083183904229,16.397266175201267
113,19.156803408604357,18.83457735984245,18.6265266781715,18.454155032625312,18.324515960533954,17.341088602610913,16.891578502110388,16.3828125141506,16.232383460755692,15.974160256720701,15.751277258962368,15.67854943333694
114,20.031945705850887,19.621539571397594,19.500052309080427,19.34647365843528,18.967238487349412,18.097408474679323,17.655359947801468,17.107180178289696,16.92636401677875,16.6501263091975,16.409568408009335,16.32855944472478
115,19.96104667075699,19.61518736500789,19.314488753011524,19.349657764738797,18.67351323777838,17.94302690254051,17.50690385810405,16.95219343882372,16.82548014255258,16.494193858343497,16.25214586028811,16.174547857998277
116,17.926978581343853,17.56659857301946,17.56490865350528,17.062402500579587,16.5593407163565,15.99252398924701,15.65390774323646,15.124651509024341,14.994045963937694,14.713464439867082,14.511446776476857,14.425526685538308
117,12.402662527570556,12.407529716599477,12.174818445504771,11.94092821058897,11.81590410709668,11.825302961715735,11.82373488809175,11.786031689785341,11.78122013121673,11.734696170497973,11.678402205468172,11.646464067504205
118,18.668235816132494,18.37094146500504,18.167920455961458,18.10312623226627,17.2644017286562,16.677386203997877,16.260060187860756,15.719472082543351,15.607771121284749,15.275833594964844,15.035487081194871,14.965126839709358
119,19.010474761174013,18.72305700199951,18.508953513683153,18.441421596875795,17.64303880062735,17.074573150327545,16.666769282695842,16.12717589807429,16.013830968858123,15.682265808646676,15.441552952400945,15.371927197763295
120,20.15159053720373,19.73404196594509,19.58660886960407,19.473511577721258,19.054863925669963,18.20633597530552,17.766305630518918,17.21618616900024,17.039685773368902,16.75789412348329,16.516178821477073,16.436035733015032
121,19.401767129943828,19.109703638371844,18.91761437445141,18.827826396081573,18.023371564017726,17.461853851385353,17.058392165457597,16.53105846149621,16.42057577613988,16.099955881571795,15.865936988498564,15.797341026397762
122,19.734920855828804,19.343001159429807,19.1803558248749,19.128251752574084,18.661751612744943,17.920300526795035,17.501912339623956,17.0106726958402,16.862675627823176,16.60227539672157,16.384095279308607,16.314040032955404
123,18.491748709846625,18.17601754494791,18.03855134067909,17.830557803138763,17.133805776370792,16.583033151313565,16.20774881585185,15.674205747462347,15.553076317328534,15.246845443123814,15.018764762536883,14.949412350013034
124,17.7124798917733,17.332287019502747,17.332551999922188,16.796595799212465,16.291243415298766,15.68788724597363,15.338016630167647,14.759932628379389,14.617508192431586,14.303692990866711,14.081242214340811,13.986456864919095
125,21.138594975857142,20.73407615762544,20.641000725388857,20.37655783584873,20.161552555251077,19.12106621448906,18.654411440918494,18.1100326918521,17.923503206554546,17.65901609781427,17.427431545335356,17.340472252137488
126,20.93720566995726,20.580984578847183,20.427440231983418,20.147168519029208,20.052981776870848,18.964372049893157,18.500611302213922,17.946357431261802,17.75919113147763,17.48898439088096,17.25218358144714,17.16395944434769
127,19.812725924871156,19.4885879056157,19.226232399834398,19.22896507729603,18.508465440550637,17.83731288278227,17.408442482883228,16.873879244958637,16.759446233066534,16.433338983036236,16.198620788400042,16.125287051778827
128,20.11573130484082,19.750757829626302,19.592897779429034,19.303084769190015,19.200710056545493,18.04995368135588,17.56930977444474,16.99959173218718,16.804081219824052,16.52710466518877,16.285975250471328,16.19428635557821
129,18.439558242920413,18.07273772839574,18.067310130491094,17.550977826181647,17.053313464307422,16.471784514814626,16.12919548075482,15.577701202104826,15.441386975009504,15.145663314017032,14.934746842542266,14.84524875679054
130,18.240016767395602,17.968479723324883,17.769603297133973,17.68878870503068,17.076634436563257,16.53711134938309,16.161781632040142,15.704584055641932,15.60777543691776,15.33212627045743,15.13028070390424,15.068332712513246
