Wavelength (AA)	Flux (erg s-1 cm-2 A-1)
6635.6356356356355	1.5585497511183205e-16
6643.643643643643	1.5633899612630733e-16
6651.651651651652	1.5638631611375737e-16
6659.65965965966	1.5677574425401828e-16
6667.667667667668	1.5532635731213314e-16
6675.675675675676	1.5640847870045215e-16
6683.683683683685	1.5959739307120525e-16
6691.6916916916925	1.6011437443735613e-16
6699.6996996997	1.5602210142264572e-16
6707.707707707708	1.5456584547129176e-16
6715.715715715716	1.5828892078246182e-16
6723.723723723724	1.5603675087743548e-16
6731.731731731732	1.5415888997095158e-16
6739.73973973974	1.5422952398437238e-16
6747.747747747748	1.5320496921299802e-16
6755.755755755756	1.592947802980912e-16
6763.763763763764	1.620082150469779e-16
6771.7717717717715	1.6213878467829e-16
6779.77977977978	1.6269885735277222e-16
6787.787787787788	1.5928392161033937e-16
6795.795795795796	1.5817451264000244e-16
6803.803803803804	1.6318605673413132e-16
6811.811811811813	1.5897930402574391e-16
6819.819819819821	1.5651802997374985e-16
6827.8278278278285	1.5605482398280388e-16
6835.835835835836	1.5494029864579537e-16
6843.843843843844	1.5637582084742488e-16
6851.851851851852	1.5892293847735255e-16
6859.85985985986	1.5410618713793188e-16
6867.867867867868	1.5588513184771906e-16
6875.875875875876	1.5085336513709972e-16
6883.883883883884	1.5503120369810593e-16
6891.891891891892	1.5653250192502245e-16
6899.8998998999	1.502518761067909e-16
6907.907907907908	1.4264295578049407e-16
6915.915915915916	1.468982401442356e-16
6923.923923923924	1.5400863122590248e-16
6931.931931931933	1.5185881521046763e-16
6939.939939939941	1.4860428439819372e-16
6947.947947947949	1.5364820552170046e-16
6955.955955955957	1.5433684763956363e-16
6963.9639639639645	1.462535684641822e-16
6971.971971971972	1.464697330696279e-16
6979.97997997998	1.4632942708562873e-16
6987.987987987988	1.4770324456742122e-16
6995.995995995996	1.4483236579663057e-16
7004.004004004004	1.449561911152298e-16
7012.012012012012	1.4090216762452683e-16
7020.02002002002	1.4789186434767239e-16
7028.0280280280285	1.5008603553272459e-16
7036.036036036036	1.50439745938468e-16
7044.044044044044	1.5275660287855908e-16
7052.052052052052	1.5139693149905413e-16
