Wavelength (AA)	Flux (erg s-1 cm-2 A-1)
8581.581581581582	1.4506558368824887e-16
8589.58958958959	1.3984732715543459e-16
8597.597597597598	1.4321411837871237e-16
8605.605605605606	1.475863224837908e-16
8613.613613613614	1.4747632286610096e-16
8621.621621621622	1.456063488176562e-16
8629.629629629631	1.4222973817816155e-16
8637.63763763764	1.4391162352803923e-16
8645.645645645647	1.442145179159036e-16
8653.653653653655	1.446532521236225e-16
8661.661661661663	1.4465248027279216e-16
8669.66966966967	1.457891976754284e-16
8677.677677677679	1.4181857357341902e-16
8685.685685685687	1.4073149119312061e-16
8693.693693693695	1.436954531928296e-16
8701.701701701702	1.4464866401328313e-16
8709.70970970971	1.440925710442003e-16
8717.717717717718	1.431651411240701e-16
8725.725725725726	1.4258984250675153e-16
8733.733733733734	1.4319254526005012e-16
8741.741741741742	1.4377437784486878e-16
8749.74974974975	1.450094255794629e-16
8757.757757757758	1.4709391434253014e-16
8765.765765765766	1.4741375507140175e-16
8773.773773773773	1.4383797431829518e-16
8781.781781781781	1.43356977109352e-16
8789.78978978979	1.461266021642913e-16
8797.797797797797	1.4612039646257661e-16
8805.805805805805	1.472840102231393e-16
8813.813813813815	1.4728825325510608e-16
8821.821821821823	1.4539524261453602e-16
8829.82982982983	1.451954940397338e-16
8837.837837837838	1.4582044069105432e-16
8845.845845845846	1.4374880188406025e-16
8853.853853853854	1.4342182695266623e-16
8861.861861861862	1.4200765163344603e-16
8869.86986986987	1.3918991794237206e-16
8877.87787787788	1.4040623798038854e-16
8885.885885885888	1.4069724986955088e-16
8893.893893893895	1.390948427771872e-16
8901.901901901903	1.3799867081880833e-16
8909.909909909911	1.407730591331925e-16
8917.91791791792	1.421273886561699e-16
8925.925925925927	1.431895019303571e-16
8933.933933933935	1.4443852069176628e-16
8941.941941941943	1.440598757675642e-16
8949.94994994995	1.4386006755892505e-16
8957.957957957959	1.4246500404069612e-16
8965.965965965966	1.4252942902356054e-16
8973.973973973974	1.4509110839999448e-16
8981.981981981982	1.4696580612852606e-16
8989.98998998999	1.4488439225524096e-16
8997.997997997998	1.4522495951256372e-16
9006.006006006006	1.4867084530808818e-16
9014.014014014014	1.461842783709361e-16
9022.022022022022	1.465693885272894e-16
9030.03003003003	1.4886807781566167e-16
9038.038038038037	1.4683252843637003e-16
9046.046046046045	1.440723923482296e-16
9054.054054054053	1.445260301859768e-16
9062.062062062063	1.4313821146792686e-16
9070.07007007007	1.4130519468400185e-16
9078.078078078079	1.436838125548257e-16
9086.086086086087	1.4555949452335965e-16
9094.094094094095	1.4521307763331134e-16
9102.102102102102	1.4633362586037346e-16
9110.11011011011	1.4570683997312818e-16
9118.118118118118	1.451549366974204e-16
9126.126126126128	1.4402844113389965e-16
9134.134134134136	1.4329568504323832e-16
9142.142142142144	1.419360844101264e-16
9150.150150150152	1.4054269469870298e-16
9158.15815815816	1.4290991047772953e-16
9166.166166166167	1.4038982026974382e-16
9174.174174174175	1.394937935420508e-16
9182.182182182183	1.389798573024493e-16
9190.190190190191	1.408221373221785e-16
9198.198198198199	1.445650077167185e-16
9206.206206206207	1.4452279036511113e-16
9214.214214214215	1.4007541965626686e-16
9222.222222222223	1.3614592437274188e-16
9230.23023023023	1.4312253996225952e-16
9238.238238238238	1.4845091537808738e-16
9246.246246246246	1.4747984782881474e-16
9254.254254254254	1.4650108704686295e-16
9262.262262262262	1.4862883051400875e-16
9270.27027027027	1.4460500116299287e-16
9278.278278278278	1.4220401538896112e-16
9286.286286286286	1.417244809786893e-16
9294.294294294294	1.41017273300295e-16
9302.302302302302	1.4047405178063025e-16
9310.310310310311	1.3961869298500542e-16
9318.31831831832	1.4092671338596707e-16
9326.326326326327	1.405240155982565e-16
9334.334334334335	1.3871877731141192e-16
9342.342342342343	1.394015425058991e-16
9350.35035035035	1.4109739671748562e-16
9358.358358358359	1.421619491214587e-16
9366.366366366366	1.4312020259202125e-16
9374.374374374376	1.4260426399364202e-16
9382.382382382384	1.419849463056705e-16
9390.390390390392	1.3759836642418468e-16
9398.3983983984	1.366423265498171e-16
9406.406406406408	1.4061683426106618e-16
9414.414414414416	1.428167607367888e-16
9422.422422422424	1.423429003777452e-16
9430.430430430431	1.414948647044279e-16
9438.43843843844	1.4052616843593136e-16
9446.446446446447	1.3930743594223224e-16
9454.454454454455	1.361547525497417e-16
9462.462462462463	1.3594005328654393e-16
9470.47047047047	1.3718058796451738e-16
9478.478478478479	1.3730298576804645e-16
9486.486486486487	1.353572121474121e-16
9494.494494494495	1.3630612026791826e-16
9502.502502502502	1.3830382635058613e-16
9510.51051051051	1.375289422029781e-16
9518.518518518518	1.2782587668417655e-16
9526.526526526526	1.2632044626177118e-16
9534.534534534534	1.339103351782522e-16
9542.542542542542	1.3339302010705595e-16
9550.55055055055	1.3463180834230697e-16
9558.55855855856	1.3248652225923358e-16
9566.566566566567	1.168572247760626e-16
9574.574574574575	1.0846879063513394e-16
9582.582582582583	1.2691938927167065e-16
9590.590590590591	1.3568103745719794e-16
9598.598598598599	1.3751086390318745e-16
9606.606606606607	1.374150928006386e-16
9614.614614614615	1.369460662839236e-16
9622.622622622624	1.3697468312983718e-16
9630.630630630632	1.3645823411538154e-16
9638.63863863864	1.3618506874648415e-16
9646.646646646648	1.3555271537644978e-16
9654.654654654656	1.357450948005109e-16
9662.662662662664	1.3744430669509118e-16
9670.670670670672	1.382020878697488e-16
9678.67867867868	1.3817676745452552e-16
9686.686686686688	1.3661939019601722e-16
9694.694694694695	1.3136761572879592e-16
9702.702702702703	1.1748870305121633e-16
9710.710710710711	1.1442737194495825e-16
9718.71871871872	1.2843525582353099e-16
9726.726726726727	1.3195834355904212e-16
9734.734734734735	1.3094728556068578e-16
9742.742742742743	1.3209307405221444e-16
9750.75075075075	1.3451219936272943e-16
9758.758758758759	1.360642520082925e-16
9766.766766766767	1.3782859598784197e-16
9774.774774774774	1.3908461573252013e-16
9782.782782782782	1.3785027974265702e-16
9790.79079079079	1.3704915700867688e-16
9798.798798798798	1.3696252725805947e-16
9806.806806806808	1.3639297843173522e-16
9814.814814814816	1.3678805487175144e-16
9822.822822822824	1.3816112530303387e-16
9830.830830830831	1.3931138641692685e-16
9838.83883883884	1.4017721868304494e-16
9846.846846846847	1.4090300530930236e-16
9854.854854854855	1.4067155701411672e-16
9862.862862862863	1.3974125687787626e-16
9870.870870870873	1.3888634945006043e-16
9878.87887887888	1.3876554582898476e-16
9886.886886886889	1.3911102443773635e-16
9894.894894894896	1.3932543284031523e-16
9902.902902902904	1.3915640648653127e-16
9910.910910910912	1.3866288594026022e-16
9918.91891891892	1.376880733298961e-16
9926.926926926928	1.3580174778062377e-16
9934.934934934936	1.336894008978012e-16
9942.942942942944	1.326192847692483e-16
9950.950950950952	1.3269701859108756e-16
9958.95895895896	1.3308874725250868e-16
9966.966966966967	1.3359340105629466e-16
9974.974974974975	1.3421663746978313e-16
9982.982982982983	1.3459765162997641e-16
9990.990990990991	1.3431231178953137e-16
9998.998998998999	1.3363374306943777e-16
10007.007007007007	1.3310542223178881e-16
10015.015015015015	1.3307252674442242e-16
10023.023023023023	1.3326922461888028e-16
10031.03103103103	1.3351142739862897e-16
10039.039039039038	1.3372681687644198e-16
10047.047047047046	1.3392716086706922e-16
10055.055055055056	1.3404209878697383e-16
10063.063063063064	1.3404176348044947e-16
10071.071071071072	1.3389458778786173e-16
10079.07907907908	1.3323606845085634e-16
10087.087087087088	1.3216731339442686e-16
10095.095095095096	1.315936225084869e-16
10103.103103103103	1.3243351032507476e-16
10111.111111111111	1.3457309038039688e-16
10119.119119119121	1.364576106911391e-16
10127.127127127129	1.3831522854692407e-16
10135.135135135137	1.3994347238559865e-16
10143.143143143145	1.4105522023016993e-16
10151.151151151153	1.414158341810675e-16
10159.15915915916	1.4141950380212226e-16
10167.167167167168	1.411016080379008e-16
10175.175175175176	1.4048152064787392e-16
10183.183183183184	1.3990720179543643e-16
10191.191191191192	1.400958285269698e-16
10199.1991991992	1.4084469830509505e-16
10207.207207207208	1.41829863934214e-16
10215.215215215216	1.4266053102913237e-16
10223.223223223224	1.435811838517621e-16
10231.231231231232	1.4413869928608726e-16
10239.23923923924	1.4413759282583966e-16
10247.247247247247	1.438484337143744e-16
10255.255255255255	1.4361708515132064e-16
10263.263263263263	1.434818555239052e-16
10271.271271271271	1.4343725301332135e-16
10279.279279279279	1.4364832820158359e-16
10287.287287287287	1.4408869533236475e-16
10295.295295295295	1.443964894539903e-16
10303.303303303304	1.4353196888133686e-16
10311.311311311312	1.4173448906821396e-16
10319.31931931932	1.3982450460271989e-16
10327.327327327328	1.382291417784895e-16
10335.335335335336	1.3664411570964126e-16
10343.343343343344	1.3553234592928222e-16
10351.351351351352	1.3486650099784463e-16
10359.35935935936	1.3461963985173997e-16
10367.36736736737	1.3465817056262227e-16
10375.375375375377	1.3514849489454698e-16
10383.383383383385	1.3570681283863954e-16
10391.391391391393	1.3565813141633895e-16
10399.3993993994	1.3498472184025003e-16
10407.407407407409	1.3421534485172616e-16
10415.415415415417	1.3390207596787656e-16
10423.423423423425	1.3400327102336252e-16
10431.431431431432	1.3418254767660365e-16
10439.43943943944	1.3445902386793456e-16
10447.447447447448	1.3471148988094642e-16
10455.455455455456	1.3489155434186091e-16
10463.463463463464	1.3482252471895302e-16
10471.471471471472	1.3459244576481183e-16
10479.47947947948	1.3416182308424578e-16
10487.487487487488	1.333529328983924e-16
10495.495495495496	1.3260400202805752e-16
10503.503503503503	1.3248008940471956e-16
10511.511511511511	1.3318644236951232e-16
10519.51951951952	1.339068366965358e-16
10527.527527527527	1.3383303068374006e-16
10535.535535535535	1.3317169909010793e-16
10543.543543543543	1.327573508701213e-16
10551.551551551553	1.3328620815628007e-16
10559.55955955956	1.3448790662531963e-16
10567.567567567568	1.3523212622273743e-16
10575.575575575576	1.3500654928207727e-16
10583.583583583584	1.3442078265504936e-16
10591.591591591592	1.3436963123649497e-16
10599.5995995996	1.3521457907690317e-16
10607.607607607608	1.364763147664246e-16
10615.615615615618	1.3714439465508762e-16
10623.623623623625	1.37355347644013e-16
10631.631631631633	1.372849880973041e-16
10639.639639639641	1.3658943595591297e-16
10647.64764764765	1.35633902028322e-16
10655.655655655657	1.3471544476466024e-16
10663.663663663665	1.3465846662053715e-16
10671.671671671673	1.350985568608957e-16
10679.67967967968	1.352676456814887e-16
10687.687687687689	1.3478015657470263e-16
10695.695695695696	1.341431957168133e-16
10703.703703703704	1.3377371663625043e-16
10711.711711711712	1.3404342563194642e-16
10719.71971971972	1.3461748800555558e-16
10727.727727727728	1.3520707406494265e-16
10735.735735735736	1.3606782049519218e-16
10743.743743743744	1.366462565838431e-16
10751.751751751752	1.3658359519059928e-16
10759.75975975976	1.3601908224722203e-16
10767.767767767768	1.3545126071750864e-16
10775.775775775775	1.3542085220044e-16
10783.783783783783	1.3568595349586948e-16
10791.791791791791	1.3566555321146804e-16
10799.7997997998	1.3494844525734084e-16
10807.807807807809	1.3404399333665372e-16
10815.815815815817	1.3337980160359763e-16
10823.823823823825	1.3325779526542635e-16
10831.831831831832	1.3338325228710016e-16
10839.83983983984	1.337564067272945e-16
10847.847847847848	1.3442104979338415e-16
10855.855855855856	1.3496186425403399e-16
10863.863863863866	1.3471500034014838e-16
10871.871871871874	1.3382627921508015e-16
10879.879879879882	1.329625610338538e-16
10887.88788788789	1.3220693238267488e-16
10895.895895895897	1.3166120662069068e-16
10903.903903903905	1.3119150056490383e-16
10911.911911911913	1.3103044569369968e-16
10919.919919919921	1.3098590240441257e-16
10927.927927927929	1.310544466783899e-16
10935.935935935937	1.3128781841918064e-16
10943.943943943945	1.3145394655808346e-16
10951.951951951953	1.31215778751947e-16
10959.95995995996	1.306008870892274e-16
10967.967967967968	1.3012580155194763e-16
10975.975975975976	1.3055734154828875e-16
10983.983983983984	1.3176695508478583e-16
10991.991991991992	1.3288086137065652e-16
11000.0	1.3307335785829401e-16
