id,ra,dec,zml,zml_err,odds,model_classification,probnrel,probrel,probltg,probetg,probnrel_bin,probrel_bin,probltg_bin,probetg_bin,r_petro,g_auto,e_g_auto,r_auto,e_r_auto,u_auto,e_u_auto,i_auto,e_i_auto,z_auto,e_z_auto,prob_gal,prob_star,kron_radius,photoflag_r,fwhm_r,brightstarflag,a,b,fwhm,fwhm_n,q,distance_k4,distance_k5,distance_k10,density_k4,density_k5,density_k10,separation,PROB_GAL,J0378_auto,J0395_auto,J0410_auto,J0430_auto,J0515_auto,J0660_auto,J0861_auto,e_J0378_auto,e_J0395_auto,e_J0410_auto,e_J0430_auto,e_J0515_auto,e_J0660_auto,e_J0861_auto
iDR3.SPLUS-s26s22.004554,33.923147702316484,-34.178445688103146,0.0725,0.0088659999999999,0.982331,ETG,0.102837816,0.86044306,0.026623521,0.9903818,0.0,1.0,0.0,1.0,16.024368,16.86790824669942,0.0100929290056228,16.00713992463837,0.0052128192037343,18.890794142760747,0.0768149346113205,15.538070793692816,0.0047362055629491,15.22693485026576,0.0061870906502008,0.99,0.01,3.8418796,0,3.8286116,0,5.0995345,4.577582,4.4760337,2.0323167,0.897647,0.7423568756375707,0.7516981511884203,1.289443012949535,16.18938114678727,19.736892113279183,13.4150229685617,0.0,0.99,18.36728,18.022964,18.307951,17.510048,16.51232,15.888596,15.32658,0.08598971,0.09471884,0.11085636,0.053395815,0.017620847,0.005467595,0.008519177
iDR3.SPLUS-s24s63.027305,337.2109603483163,-30.91957607393569,0.191,0.030874,0.68182,ETG,0.8515165,0.1708189,0.17632999,0.90377116,1.0,0.0,0.0,1.0,17.725018,18.46238314566673,0.0314925797283649,17.7340238597428,0.0180729534476995,20.21775985155078,0.1573418974876403,17.31780826692333,0.018132084980607,17.146211320556915,0.0288736876100301,1.0,0.0,4.05083,2,3.834024,0,3.0748918,2.880435,3.4953854,1.6983768,0.93675977,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.62413,19.468447,19.622347,19.504297,18.139929,17.658794,17.153534,0.15540476,0.24235758,0.26160145,0.23655812,0.055822957,0.018595003,0.034747243
iDR3.SPLUS-s24s63.043189,337.84781700999906,-30.22331191334913,0.2415,0.015268,0.806186,ETG,0.54164296,0.46496046,0.055747215,0.9796988,1.0,0.0,0.0,1.0,17.244917,18.621561496965818,0.0793347433209419,17.362224823401107,0.0280842818319797,20.38150499691739,0.4241753220558166,16.84903142190021,0.0261764768511056,16.6905496648815,0.0431835614144802,1.0,0.0,5.5234356,3,4.774668,0,6.1538076,4.0848875,4.2104673,2.0458286,0.6637984,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.132412,19.368893,19.703922,18.700724,18.030165,17.255077,16.609148,0.5717014,0.5131532,0.64091945,0.25711873,0.11103971,0.027767302,0.047549594
iDR3.SPLUS-s24s63.045069,338.7171560568334,-30.557775275012016,0.215,0.009027,0.921487,ETG,0.48229566,0.51729196,0.011982514,0.9939672,0.0,0.0,0.0,1.0,16.323536,17.36035587205616,0.0760556906461715,16.029191921341088,0.0249128267168998,17.59484911938919,0.1016565039753913,15.421946262239516,0.0215374212712049,15.093874458242878,0.0307055637240409,0.96,0.04,6.494538,3,57.169437,0,19.339357,9.470421,12.210389,5.9329195,0.48969677,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.96,17.58556,17.443432,17.715584,17.507109,16.594564,15.787012,15.169121,0.17045352,0.27074003,0.31632578,0.26298955,0.09057952,0.021687536,0.038924444
iDR3.SPLUS-s26s19.051112,29.07399567330551,-33.025226886209694,0.1025,0.011629,0.8665579999999999,ETG,0.8240824,0.20010668,0.026623884,0.9888988,1.0,0.0,0.0,1.0,17.815935,18.618061983396604,0.0374437272548675,17.82646769047854,0.0217527952045202,20.87370045979062,0.3882748484611511,17.280823847047387,0.0206184368580579,16.969359227698195,0.029417073354125,1.0,0.0,4.320337,3,3.8316917,0,3.8158472,2.6602242,3.608232,1.6580175,0.69715166,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.62846,19.37843,19.792015,20.1985,18.153467,17.610891,17.071898,0.49076077,0.2768021,0.3464678,0.5007539,0.059374824,0.01977862,0.037910964
iDR3.SPLUS-s24s57.003423,329.1229615559462,-31.56209363092573,0.141,0.018876,0.768454,ETG,0.24054758,0.7295746,0.008763268,0.99599224,0.0,1.0,0.0,1.0,16.343918,17.28501247297073,0.0259861890226602,16.3642915019771,0.0124356895685195,18.895701791029115,0.121300995349884,15.84036904250618,0.0125073567032814,15.538424813990645,0.0178255550563335,1.0,0.0,4.9913545,2,5.086454,0,6.9494333,6.380151,4.6503215,1.5770426,0.9180822,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.001793,18.072542,18.116522,17.955687,16.843962,16.199408,15.619665,0.23079322,0.22172126,0.17015804,0.14783087,0.042095065,0.011959286,0.021035714
iDR3.SPLUS-s24s57.005007,328.25372015287627,-31.52032331570146,0.2365,0.010352,0.902854,ETG,0.6211428,0.39216328,0.02863828,0.99117166,1.0,0.0,0.0,1.0,17.962696,19.247549940592247,0.0865363106131553,17.998631388118252,0.0314128212630748,20.591483846602856,0.3229987323284149,17.505077266672316,0.032371412962675,17.340807091134085,0.0522468611598014,1.0,0.0,5.3375025,2,4.907537,0,3.804566,3.260869,4.4293823,1.5021164,0.8570936,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.600939,99.0,19.82295,19.547781,18.510427,17.862818,17.214165,0.5623746,20.542942,0.45254326,0.35400236,0.10729266,0.030881168,0.050872978
iDR3.SPLUS-s24s57.015922,328.77735997417955,-31.299276539315468,0.105,0.007239,0.988951,ETG,0.24743095,0.7245745,0.031772636,0.9890365,0.0,1.0,0.0,1.0,16.584753,17.44208310272583,0.0207433365285396,16.575794020465693,0.0108713619410991,19.415710738352644,0.1360990107059478,16.10138131972171,0.011101845651865,15.83543688165702,0.0161319002509117,1.0,0.0,4.417652,2,4.981343,0,5.499431,4.8641605,4.523331,1.5339769,0.8844843,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.050987,18.894722,18.44023,18.252165,17.020016,16.441835,15.943982,0.16843712,0.32772797,0.15510985,0.13152987,0.03407138,0.010803141,0.019602077
iDR3.SPLUS-s26s22.032496,34.17198739900744,-33.48474374421386,0.224,0.00947,0.958265,ETG,0.761098,0.26081666,0.23287731,0.9033235,1.0,0.0,0.0,1.0,17.953547,19.189293289599707,0.071191482245922,17.973862982243848,0.0259830020368099,20.732870204824707,0.4115713536739349,17.507971688585165,0.0239351354539394,17.1591155881037,0.0317566469311714,1.0,0.0,4.8027306,2,3.3995786,0,3.6836145,3.5636213,3.4928756,1.5859195,0.96742517,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,22.01236,20.514177,99.0,19.982607,18.972141,17.853554,17.33434,2.39916,0.92056715,20.638567,0.47293955,0.14415307,0.02668181,0.046127014
iDR3.SPLUS-s26s22.034258,34.54119639871505,-33.4406331757123,0.1425,0.005892,0.993275,ETG,0.49712345,0.5055543,0.092688374,0.96835417,0.0,0.0,0.0,1.0,17.54845,18.500696095616263,0.0372626632452011,17.51786319409354,0.0166542623192071,20.12377316147022,0.2202995270490646,17.117773637796574,0.0164457112550735,16.751163372533455,0.0213349387049675,1.0,0.0,4.6203985,2,3.275528,0,4.3765883,3.142975,3.5699425,1.6209112,0.71813357,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.4256,21.409163,19.839176,19.41255,18.203823,17.310682,16.784557,0.2100677,1.9588667,0.40890485,0.27175054,0.0699445,0.01596294,0.027375063
iDR3.SPLUS-s26s22.035353,33.03698096096654,-33.40869470165293,0.0815,0.150456,0.4528430000000001,ETG,0.54579765,0.4611795,0.17305918,0.9139211,1.0,0.0,0.0,1.0,17.390306,18.11808256302203,0.0209812056273221,17.403277025483668,0.0119420830160379,19.80289050523094,0.1162189692258834,17.0474959176272,0.012104601599276,16.838890395195918,0.0174752213060855,0.99,0.01,3.989511,0,3.9640872,0,3.3283625,2.903054,4.4244013,2.0088732,0.8722169,1.0292236030531912,1.0970398122480585,1.475626176235688,10.35141785520454,11.388972657119528,12.589446079554428,0.0,0.99,19.130041,19.230816,17.973904,18.778553,18.012917,17.308704,16.91256,0.113919646,0.18686722,0.058275297,0.11619827,0.045705356,0.012676789,0.023344092
iDR3.SPLUS-s26s22.035591,34.61395012495599,-33.40598128415513,0.269,0.019083,0.63595,ETG,0.6119543,0.4002869,0.026799088,0.98767465,1.0,0.0,0.0,1.0,17.79565,19.50612613593768,0.1173125877976417,17.911429162636203,0.0296198222786188,22.29079962831776,2.0692479610443115,17.377054692066864,0.026197524741292,17.11722902761195,0.0378588065505027,1.0,0.0,5.311246,3,4.9742775,0,4.3277836,3.9880683,5.096546,2.3140566,0.92150366,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.601448,20.488178,20.797308,19.722275,18.698786,17.862156,17.057636,0.31561047,1.0806253,1.2662708,0.46297246,0.13916673,0.032330684,0.04441271
iDR3.SPLUS-s26s22.039671,34.18578131785374,-33.31390617620288,0.168,0.020843,0.614051,ETG,0.76274806,0.25871727,0.104718365,0.9665237,1.0,0.0,0.0,1.0,17.832008,18.772140053558424,0.0418261960148811,17.863943645058654,0.0202526580542325,20.68047870739892,0.3297915458679199,17.42795364391751,0.0191670972853899,17.194592645676003,0.0279578100889921,1.0,0.0,4.3732977,0,3.5353448,0,3.4123874,3.298643,3.8777056,1.7606493,0.96666723,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.212502,19.525682,19.509855,19.500906,18.489532,17.731894,17.367702,0.3864643,0.31287232,0.2642634,0.25723943,0.079307355,0.02065013,0.04056166
iDR3.SPLUS-s26s22.040409,34.16754848449407,-33.296631491414274,0.1945,0.008511,0.96915,ETG,0.6410869,0.37444118,0.10723736,0.9627472,1.0,0.0,0.0,1.0,17.906618,19.193486421424296,0.0614500902593135,17.97041455709744,0.0224531106650829,21.117414471939504,0.4963302314281463,17.536152649622323,0.021369844675064,17.239987180557204,0.0295415725558996,1.0,0.0,4.5986786,2,3.0448647,0,3.3808713,3.0977237,3.3131793,1.5043294,0.9162501,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.658361,19.823286,19.689194,19.74529,18.70398,17.871046,17.348139,0.5863632,0.41438147,0.31491125,0.32527584,0.097146295,0.023520937,0.04043051
iDR3.SPLUS-s26s22.042142,33.61719915029702,-33.26126404057724,0.2145,0.012808,0.797079,ETG,0.46085754,0.5376826,0.055874247,0.9800545,0.0,1.0,0.0,1.0,17.468452,18.94808224328504,0.0780828446149826,17.53440071348812,0.0236644130200147,20.69134636872145,0.5365360379219055,17.111427477962643,0.0230591166764497,16.785628289788434,0.0313698463141918,1.0,0.0,5.4021373,2,3.4642367,0,4.7626553,4.229166,3.6114676,1.6397655,0.88798493,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.32019,19.705791,19.399225,18.955677,18.311775,17.359823,16.887712,0.27589202,0.5960483,0.38949826,0.25467327,0.10851746,0.023170236,0.04265786
iDR3.SPLUS-s26s22.042954,34.160255565969926,-33.24077357750622,0.1335,0.052544,0.386005,ETG,0.48790333,0.51363707,0.03722375,0.9836084,0.0,0.0,0.0,1.0,16.841814,17.663210516398088,0.015922050923109,16.80725414461857,0.0082955742254853,19.065709293409764,0.0752004012465477,16.400843909248703,0.0078828549012541,16.151729401628327,0.0109451096504926,1.0,0.0,3.906296,2,4.8598056,0,3.897433,3.4645188,4.5438247,2.0630968,0.8889232,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,18.59436,18.66541,18.205357,18.10093,17.456968,16.717659,16.23177,0.08775643,0.13985048,0.079742014,0.07135879,0.03156489,0.008845667,0.014737565
iDR3.SPLUS-s26s22.043319,34.1257898271716,-33.22969456545344,0.336,0.037311,0.546212,ETG,0.58996844,0.42194986,0.031924766,0.9922578,1.0,0.0,0.0,1.0,17.968248,19.468519218625342,0.122435063123703,18.0435505943144,0.0365277342498302,22.105919684841417,1.9396377801895144,17.34515808123202,0.0276388116180896,17.138980528284858,0.0419121235609054,1.0,0.0,5.6923485,2,4.2749286,0,4.853007,3.517859,4.4774346,2.0329528,0.72488236,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.447262,99.0,19.780188,19.417612,18.837202,17.766438,17.143702,0.7595515,20.821283,0.537267,0.3781123,0.1702947,0.032473847,0.052058276
iDR3.SPLUS-s26s22.043398,34.06552043868975,-33.22619385487669,0.188,0.009543,0.952163,ETG,0.4932496,0.5086042,0.03939331,0.9862022,0.0,0.0,0.0,1.0,17.232197,18.26485722769269,0.0396941378712654,17.274060534932286,0.0177807584404945,20.07712673895008,0.2906182110309601,16.81985238509957,0.0166344307363033,16.511486390270974,0.0228190217167139,1.0,0.0,4.9966636,3,3.9148989,0,4.983873,4.0883055,4.201346,1.9075962,0.82030696,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.0499,19.550888,18.981306,18.77789,18.07998,17.157444,16.59565,0.20422177,0.48932493,0.24846658,0.20251952,0.08242476,0.01831696,0.03053321
iDR3.SPLUS-s26s22.045604,33.49998278811175,-32.86623514695316,0.2295,0.010762,0.8362129999999999,ETG,0.54240924,0.46360192,0.1323004,0.95270604,1.0,0.0,0.0,1.0,16.928215,18.030095375031006,0.055282112210989,16.927562049594446,0.0217535737901926,19.886544265255186,0.4055171310901642,16.439109292500376,0.0201943647116422,16.14744244007288,0.0282762665301561,0.98,0.02,5.8024187,3,6.1636105,0,8.211084,5.5717335,6.470278,2.9377913,0.67856246,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.98,19.083052,99.0,18.872383,18.797125,18.096706,16.76135,16.108679,0.34865892,20.821283,0.3938596,0.36071754,0.1452953,0.021353502,0.033746127
iDR3.SPLUS-s26s22.045856,33.497675461098154,-32.86368552191242,0.2255,0.010624,0.932567,ETG,0.86354357,0.15855436,0.077498965,0.97632265,1.0,0.0,0.0,1.0,17.82406,18.7791080561037,0.0709449499845504,17.796120850288226,0.0311436727643013,19.89161746212321,0.2626689970493316,17.350433460616205,0.0300348810851573,17.048680421425015,0.0416529551148414,1.0,0.0,5.357503,3,5.2388844,0,5.4158816,4.083812,5.901928,2.6797354,0.7540439,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.946758,19.78103,19.263231,19.287788,18.455112,17.626202,17.141562,0.49604478,0.64726216,0.3631102,0.36445934,0.13042445,0.030481147,0.056036394
iDR3.SPLUS-s26s22.047793,33.85287079479639,-33.01312857913072,0.2635,0.00989,0.8899440000000001,ETG,0.5840046,0.4265281,0.05778611,0.97141266,1.0,0.0,0.0,1.0,17.320086,18.586999996397296,0.069686122238636,17.34344059100627,0.024413714185357,21.57724217168334,1.5020296573638916,16.794597931502214,0.0212825760245323,16.486489795349485,0.0294093452394008,1.0,0.0,5.5478477,3,3.73136,0,6.1140957,4.7163076,4.1705728,1.893624,0.7713827,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.874937,18.786404,19.549856,18.909828,18.237259,17.279564,16.651634,0.56229615,0.3147233,0.5523204,0.3012914,0.12475745,0.026207924,0.042201772
iDR3.SPLUS-s26s22.052224,33.155904163385344,-33.02785479435879,0.122,0.011614,0.8634360000000001,ETG,0.44263473,0.55399185,0.14469986,0.94475347,0.0,1.0,0.0,1.0,17.279812,18.17107055026238,0.0292951613664627,17.27234631891726,0.0140457712113857,20.31752406815129,0.2637685239315033,16.820741769487828,0.0134915309026837,16.557999523393196,0.0188430380076169,1.0,0.0,4.0120687,0,3.5343797,0,4.849533,3.9624054,3.73331,1.6950873,0.8170695,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.413036,19.834547,18.905025,18.891397,17.781452,17.162445,16.682707,0.20904225,0.46482617,0.18403114,0.17838392,0.050641555,0.014661177,0.02625564
iDR3.SPLUS-s26s22.052708,34.597740082785144,-33.01728568025154,0.2085,0.021021,0.6498079999999999,ETG,0.693775,0.32454923,0.08808082,0.96887267,1.0,0.0,0.0,1.0,17.948652,18.878575751232365,0.0579450875520706,17.94167604553779,0.0267242137342691,20.485457374946023,0.3409462869167328,17.496951304877452,0.025782436132431,17.25910493902545,0.0377603285014629,0.99,0.0,5.0590672,2,4.3302073,0,4.305761,3.2733567,4.6381197,2.1059108,0.76022726,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.99,19.674492,19.542778,19.236586,18.841946,18.611246,17.87488,17.269941,0.29157317,0.39179707,0.2624641,0.17979836,0.111844875,0.02871522,0.04721745
iDR3.SPLUS-s23s14.027213,20.297480186956165,-29.42702059299269,0.095,0.00546,0.994896,ETG,0.05603224,0.9118086,0.006102509,0.9971812,0.0,1.0,0.0,1.0,15.213031,16.1705385451479,0.0131491776555776,15.271084613041728,0.0066002397798001,18.107487588391265,0.0916857719421386,14.87000515864805,0.0069359303452074,14.588255754052971,0.0104368794709444,1.0,0.0,4.719806,2,6.3673306,0,12.259759,7.751252,6.67489,1.6929232,0.6322516,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,17.595802,17.750496,17.160866,17.05996,15.783003,15.157769,14.687832,0.09670387,0.20603941,0.10197876,0.091359265,0.022490548,0.0069663906,0.014163225
iDR3.SPLUS-s22s33.016871,333.6217583954668,-28.543910179001564,0.316,0.011972,0.910321,ETG,0.75910413,0.26327306,0.057497453,0.9779619,1.0,0.0,0.0,1.0,17.9761,19.51709623169501,0.1205346286296844,18.018639485791017,0.0361869297921657,22.493450276464653,2.1609861850738525,17.469221836927712,0.0340653918683528,17.20222034757775,0.0513790510594844,1.0,0.0,5.747162,2,5.7539077,0,3.6176507,3.3245206,4.5439014,1.5416394,0.91897225,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.593815,19.877026,99.0,20.343906,19.345543,17.86437,17.15006,0.6277195,0.5918384,20.63951,0.7859777,0.24708053,0.041241217,0.05426499
iDR3.SPLUS-s22s33.017724,333.60409190784543,-28.533755318316675,0.244,0.0077569999999999,0.979746,ETG,0.89105844,0.1301092,0.08203843,0.9685056,1.0,0.0,0.0,1.0,17.255634,18.70516081889857,0.1557040065526962,17.344930324514166,0.0525604411959648,21.9945946629214,3.751325845718384,17.032860159303826,0.0618509240448474,16.960725600214364,0.1123743057250976,1.0,0.0,7.4618053,3,31.071178,0,10.235659,5.269034,13.101329,4.4449744,0.51477236,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.965456,18.01216,18.63805,18.392687,17.598125,17.239357,16.626316,0.9648843,0.2917576,0.45045772,0.358044,0.13552025,0.062249113,0.09111676
iDR3.SPLUS-s22s33.023181,334.7361176294175,-28.38624209043814,0.0655,0.006459,0.995404,ETG,0.14441483,0.81902635,0.2550924,0.9027378,0.0,1.0,0.0,1.0,16.346489,17.126502176891105,0.0133351506665349,16.346173593014523,0.0075848181731998,18.811887964025164,0.0669127628207206,15.933303531368628,0.0078195538371801,15.685502719213384,0.0115715749561786,1.0,0.0,3.9342725,0,5.4880776,0,5.369063,3.8182693,4.9488416,1.6790261,0.7111612,0.5847795851694751,0.7556767643318945,1.7592354021318457,22.13492317051872,16.569152696658605,6.114409499218302,0.0,1.0,18.46173,18.174192,18.301666,17.698133,16.802149,16.295883,15.74952,0.08086317,0.11243656,0.11128801,0.06452962,0.02339161,0.009673764,0.013822084
iDR3.SPLUS-s22s33.024267,334.4512774613249,-28.356373086900486,0.149,0.012144,0.893632,ETG,0.5515795,0.4548146,0.1155043,0.9551194,1.0,0.0,0.0,1.0,17.343172,18.40918417228493,0.0390298888087272,17.385875492663967,0.0180234592407941,19.991923068335847,0.1918533593416214,16.907877202106935,0.0178126841783523,16.69649164446982,0.0279204975813627,1.0,0.0,4.2929196,3,5.136176,0,4.1197453,3.8472419,4.727778,1.6040244,0.93385434,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.5183,18.95666,19.263971,18.586863,17.991901,17.204926,16.728283,0.20686635,0.22492914,0.25669435,0.13814068,0.06369818,0.020269938,0.03199826
iDR3.SPLUS-s22s33.027331,333.98306343120584,-28.281560639448863,0.2235,0.010904,0.897691,ETG,0.5260516,0.47947067,0.05228115,0.9821113,0.0,0.0,0.0,1.0,17.174833,18.42921028312077,0.0636784434318542,17.269938205648018,0.0259692035615444,19.035926712064995,0.1338286101818084,16.83948011806102,0.0267942659556865,16.625052613618323,0.0423939526081085,1.0,0.0,5.6052547,2,7.2861834,0,6.0750766,4.056456,5.135779,1.7424496,0.667721,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.43252,19.049784,19.205336,18.653086,18.191328,17.111313,16.71299,0.3204572,0.4104471,0.3975082,0.23865259,0.122936465,0.02951408,0.05086274
iDR3.SPLUS-s22s33.027352,334.03444696526384,-28.28281999936749,0.0965,0.017846,0.771859,ETG,0.33306584,0.64877164,0.16377228,0.93301684,0.0,1.0,0.0,1.0,16.660463,17.498218314682912,0.0213556811213493,16.673509741612193,0.0118714710697531,19.47313805770452,0.1518255621194839,16.221126337786053,0.011827609501779,15.917962613973252,0.0169986821711063,1.0,0.0,4.594175,2,7.0534916,0,5.0120006,4.214975,6.2035003,2.1047025,0.84097654,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,18.867264,18.787462,18.738958,18.23949,17.160587,16.523056,16.000315,0.14558895,0.24541913,0.19721994,0.12469991,0.037379347,0.013775633,0.020463899
iDR3.SPLUS-s22s33.027791,333.84382818619406,-28.26865793714893,0.1685,0.011022,0.882418,ETG,0.41805747,0.5750264,0.2466525,0.9116127,0.0,1.0,0.0,1.0,17.273771,18.36762744862225,0.0433490760624408,17.28856673121047,0.0191440377384424,20.14033363835509,0.2604223787784576,16.834788462947134,0.0192964784801006,16.487196038210023,0.0268505495041608,1.0,0.0,4.599885,2,6.8349595,0,4.733489,3.9543426,5.759763,1.9541528,0.835397,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,20.705969,20.251268,19.82038,19.053652,18.231325,17.160421,16.596699,0.73010916,0.875544,0.49757284,0.24563259,0.09144921,0.022507433,0.03300403
iDR3.SPLUS-s22s33.042204,334.0132867364389,-27.949045930346376,0.0525,0.005748,0.997083,ETG,0.039630737,0.9320085,0.009218708,0.99517256,0.0,1.0,0.0,1.0,15.052187,15.968170659568491,0.0102449003607034,15.08856580970862,0.0054246052168309,17.902169901527813,0.0696158856153488,14.61989964683231,0.0053620776161551,14.3274362027285,0.007736480794847,1.0,0.0,4.4707613,0,6.535178,0,10.368225,8.200116,5.730302,1.9441574,0.7908891,0.6579372542690826,0.8506556620082314,1.7653702899983266,12.758270347257202,9.540325133557005,4.430259224957196,0.0,1.0,17.35365,16.991539,17.168037,16.596323,15.6290655,15.008928,14.401335,0.07020401,0.09149693,0.09074014,0.053779073,0.01787158,0.006688871,0.009251847
iDR3.SPLUS-s22s33.042864,333.29134113597206,-27.938736979394413,0.068,0.005725,0.996378,ETG,0.10511584,0.85660064,0.0676213,0.97082305,0.0,1.0,0.0,1.0,15.121896,15.960341026037913,0.0097172623500227,15.109188466275407,0.0051764878444373,17.85892914179149,0.0605707988142967,14.673752570087792,0.0053912973962724,14.348409422875989,0.0075236628763377,0.98,0.02,4.363643,3,7.500366,0,11.547427,7.041063,6.618434,2.2454798,0.60975164,0.2541086402975605,0.2573930881149833,0.6272640800747742,124.36568677524808,151.51502063619236,51.02448248702864,0.0,0.98,17.352715,17.118992,17.158585,16.565268,15.610936,15.041351,14.406611,0.063431635,0.09285579,0.08542807,0.049695484,0.016769184,0.0064528924,0.0088798255
iDR3.SPLUS-s22s33.043085,333.2772639492956,-27.906393145016285,0.0625,0.0074,0.984243,ETG,0.41970792,0.5717727,0.100245714,0.96742564,0.0,1.0,0.0,1.0,16.89236,17.710463280241473,0.0169781278818845,16.89528392106941,0.0093940449878573,19.63781756090276,0.1044143363833427,16.46891287886262,0.0096984906122088,16.20894820381115,0.0140763940289616,1.0,0.0,3.7969203,3,5.26998,0,3.76927,3.109572,4.7162333,1.6001077,0.8249799,0.2108520089236634,0.2110498468944651,0.6614242550742073,158.49842207046015,197.75176092238408,40.26801337940073,0.0,1.0,19.09808,19.186079,19.118767,18.291672,17.382578,16.853424,16.228626,0.10630334,0.20726645,0.17345138,0.08230788,0.029615408,0.012076559,0.0162163
iDR3.SPLUS-s24s69.015741,347.5638418443499,-31.237618736070534,0.066,0.007264,0.990931,ETG,0.039408505,0.9323949,0.22127585,0.9132932,0.0,1.0,0.0,1.0,15.699477,16.413370330556724,0.0111600961536169,15.720137335473044,0.0065778698772192,18.00555983910929,0.0526085384190082,15.325277355498198,0.0065989438444375,15.146179583315064,0.0100395707413554,1.0,0.0,4.2757664,2,10.031082,0,9.343545,6.0366488,9.297342,3.7001095,0.6460769,0.6114211812065388,0.6392845848686438,0.809861259475358,20.48958036442348,23.42801922147674,29.196633816549607,0.0,1.0,17.70318,17.503744,17.214357,16.910372,16.180502,15.659443,15.162097,0.06873422,0.1040994,0.07057853,0.052431256,0.021723483,0.0070199384,0.012461026
iDR3.SPLUS-s24s69.016574,348.1125531769412,-31.21593820167204,0.1935,0.012204,0.88807,ETG,0.52902675,0.47659442,0.07006777,0.9718366,0.0,0.0,0.0,1.0,17.566467,18.742132512482893,0.0540756285190582,17.59316214264139,0.0206026472151279,20.35263557175156,0.2608508169651031,17.145708350633903,0.0202264003455638,16.94981319044922,0.0307356864213943,1.0,0.0,4.6629786,2,4.270734,0,4.485473,3.7024276,4.0943356,1.629443,0.82542634,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,21.350948,19.225782,19.674522,19.627268,18.38507,17.458563,17.010925,1.1251935,0.2928422,0.4000287,0.3741961,0.09533688,0.020530201,0.03954533
iDR3.SPLUS-s24s69.022364,348.0947257405674,-31.072974166578263,0.231,0.009561,0.917764,ETG,0.52595675,0.47952396,0.07221999,0.96921545,0.0,0.0,0.0,1.0,17.539368,18.698199116663147,0.0572907850146293,17.560475926746168,0.0219715163111686,20.7047376569406,0.4017169773578644,17.064692982080235,0.0206451639533042,16.81252993587501,0.0298091657459735,1.0,0.0,5.0012565,0,4.198711,0,4.6535687,3.7991245,3.9495997,1.5718418,0.81638944,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,19.68316,19.12404,18.928461,19.090721,18.37273,17.449224,16.851814,0.27233303,0.29781136,0.2238101,0.2535154,0.10407504,0.022328174,0.03760247
